customer_id,customer_unique_id
0000ca4ff2795842fd6b122c6d974468,ac0e5d7f07043dd32831bdad3b99ad26
00010f206878ba01f199aec4237de72e,4ed24aaed4079fe0661c0e4b3b420dff
00012a2ce6f8dcda20d059ce98491703,7e0e291c0f4fc2d69208954d26ed0586
000161a058600d5901f007fab4c27140,ff1dcb27ea444eddb94ea5fea77b875c
00017f1d6cce0d56046219a2cfabcbbb,237130c4b6717031ed62d9d0b16fd94f
0001b5f91fc9b5a10f758ddebef66ee2,6b5d56936cf12116fb5d22c6a1719b94
0001dad3e429b2831bf4e392170a8e8c,59c4caa59a6841fc634bdb07ebfc7020
0001fd6190edaaf884bcaf3d49edf079,2221b1efb226117750cbea106c00c8e1
000214e5477739663f0e8c1f6108189b,daea776f80ad68c47557b3877361398c
0002414f95344307404f0ace7a26f1d5,2bde416eaa7e490dc44b7099178c9155
00031a627dcb899baea17e751172bef3,c80d71ee58dc55d12809b2a8694eb554
000379cdec625522490c315e70c7a9fb,732ac8b885333a1c568c4d856447c988
00038477de4e0f0ac327ae1dc2f273c3,a726a686dc26f19c1c2faf79e116494a
0004164d20a9e969af783496f3408652,ee267b4729fb6b1bdc71230cabce0ca9
000419c5494106c306a97b5635748086,a14748699b32fb22d00683bbc3743eee
0004e8e0600daf29de26bd60b8feb007,3b05ecc3e694b3337d4a1b4ac7af5190
00050bf6e01e69d5c0fd612f1bcfb69c,0fd387f2a34b06ae1cfe7031bae5f0ab
00062b33cb9f6fe976afdcff967ea74d,9e99908336e2a92bda662637eb339096
00072d033fe2e59061ae5c3aff1a2be5,99adb69dcfdff1819ec10a0acc230227
0007d01e90cb01a21145f404c2c8cc31,77dcf3d1895b4d5494b757c544263d62
0009a69b72033b2d0ec8c69fc70ef768,5302beaf2fe5e38e950eabf457bc7e75
0009d2554ed6c0e449cbb5c9bc4ba231,de196099239cb6b69be2830809d4c9b2
000bf8121c3412d3057d32371c5d3395,715e72783169aec444d4449de0dfbf49
000c48cfbabb7cb55a4a52def8d77292,afae8ed31a7bb65c43bc6818e3a0b01d
000c88c401a87f064691b4bea3eb86b4,9aa4191ac2b71e83d9cba402aaaa1ca6
000ca77f7dff1a1960e516796d601e6f,37f50c3220830c375a5ac36aecd5dd2a
000e943451fc2788ca6ac98a682f2f49,37e1170901b7402fc38aae2f262b6482
000eac74d62085b7026a068cfa46b3e3,ecc3173d7424bdb55a6d125a910c694a
000f17e290c26b28549908a04cfe36c1,7388a7aa78bdc60b8f2ea3dd48f29dec
0010068a73b7c56da5758c3f9e5c7375,b01ccd7173983533db864b42d8d530a5
001028b78fd413e19704b3867c369d3a,4a97af753309d754c24264a18598a97f
00104a47c29da701ce41ee52077587d9,09b6b0c366ee7980cc8b20cc95501018
0010787f8a78b68ed401e875cfbd0a10,3aa4eb1e302324fecad6779cc6fc4b95
00114026c1b7b52ab1773f317ef4880b,0ffa0096f981b3a9583beddad46f169a
00128e9bfb3585454004b6931ae6e080,bb90904e30c2c452614c7249c4dfdf12
0012a5c13793cf51e253f096a7e740dd,2f103a8f99e7671ab9faaeddcadd7b15
0013280441d86a4f7a8006efdaf1b0fe,4c9b5f7227f7d513038d55f29ec5f8ce
001450ebb4a77efb3d68be5f7887cb1e,9413f82fc28dab64b7bd9a24b136482b
0015238bc43ff59227e2e8a908c3602b,936fe905b17cde6b4534a12b76685868
0015bc9fd2d5395446143e8b215d7c75,88644cb6c65b25712f2d0e49db458ce4
0015edce8eaf8ec2e1916d67567aa5f1,5ca69ccfcd2e2af6654990dd5043f759
0015f7887e2fde13ddaa7b8e385af919,837ec523e4ab481eab0e80dc08121bc9
001874a49013d4821b528e195c77a324,25a7c705d7d625af99ea54752468526b
0018f7fde63ca77254dbc47f4ea358b2,ecf73d5ab1184119b40027b252987e8e
0019007c22352eb25bee0850c3cca4d0,0773323209fc56503bdcae9d3074532d
0019152890452bcee2c9b52dad237a89,c1c77fdd1a511f301a0d585acb477ba2
00193d47b6bdf6be51d9d973d85c9f52,2319e64f9aa7d3896d48ccac06a5749e
0019c9aaad15b043c48f0a1180f22ce8,bcabcc5d962a8f70115b68aaa73dae23
001a57041f56400917a187dd74e6cbc1,fc932eb44f0bd988ceb2318ae720f3d4
001afbcd3a3ea573fa11483105a3f56c,d4f9bd99a79761ac1e1fddcffc08769d
001b4e9b73aa98a6276b241bfd496822,9cf6a1e3b6a62ae270d18e939286d664
001d06dcc608f9165faa8aa58a9ccd1c,e5386bac4e28cf73cffa308f4d0def93
001d0fa16eb978e342806cba33cf9709,74da48bb5b8cd7aed37a5b1a7d14b698
001e5ec55def8adcdd22a9fe12976320,052b723a7d92633845ce23a7ba4bffa9
001f6f1a5e902ad14e1f709a7215de11,eb751dd815a469e9dfa4e4fe7b50826a
00205ad9ba1ef4340cef86583294cf82,ea8ea0fe1f1d03b65b6c1f7274f836c2
002062593d58377f2c98bb321a2f5683,345a0cc6c455eef77a5615e59a850201
0021b3dab50a42f17bdbbd6d5a9967bb,f8008ec24aaa6b964b885b3d9f8547c5
002342ec5cf750c74ab27124e967f913,00672529c23c83425a8b7f6b22f366d6
00244d6d010af815b651e7e32dc7774a,7532c2e520429c055bd4ad5a31b86087
002450e9ea44cb90b8a07ba0b197e149,e7440af8a6e0f97c8f4ac05482cced82
002515894b12f4902f12da2903959f79,49a54650ad690a94454d744aefa50d64
00253ebf2b786532c0d6fe4d0ce0cb9e,a0d8f0066c5401f300a1663a6c4e11c1
0026d252429f669d454d726e5e956aa1,b26a1cdb75a2d43beb56c1838193f9b5
0028322c7d69e66fce9a6b50fc9ba5cb,1db74625f197221551e707ddab9b39fa
002834b4d901534f48d9e9a72047b288,7ea1cdde8811e7b5813e7854ea7419e6
002937abdae13680e17dccd3868b4825,b1e9019fc6eeb3dc29ba7ccbe8ee5238
0029cdf064769cabdf3186b54d068c99,dafd97b6846a77d90ed4e54f9e38db02
002a10e899b62a460b0116e0b68697ad,27cba6d39784914db787800e49fb2fb4
002bb9f709668f0420587ebbd99c2df6,865e3ef6a7eb1e820aa343dffd4bd8dd
002be62ca7492253e5228dcce1ca1c03,8bff25b168d519b6ebe5385f62c3c2c8
002c4f9848a398d1a280b461255f0750,e3fddfadb2bb7e2ac38940bae724cae1
002c625393dfa194828b462a6ef8cb0b,4ac207a7e8f64833ec915346c18c5501
002d358e2462f87678443706cbf2eb21,74e56a5d00f3b3f2a8276232d8182139
002d597546b2cf44428232c9f237f873,9643f5284b0d9718c5a9799d480b5b1d
002d625f5aa91af458ffb948d999189a,bfa1242b375d20d28265c8abe2184027
002db062b0258d57d3864641d69f08d1,0e05ad159e5a6788a2551d2a6e4c21ac
002ef7e55600d44ead53f7c1644e5222,586b85c900b1a9f0f93f6a6a1df2aacc
002f067b028a3643ad3a0969c7a0f3dc,7380a37cf44d85b3b1bd0b678eacd1ce
002f90a6eb386bc43bc9ba200db31a89,2d28e90453cd86951443881131f5ac0a
002fb8fc5ce64f8422fa2fe79986c783,0d8049e49a857f6596742fc5f9c2f6b0
0030aded3a67b29946a128ee8468388e,25bb82d5decc66c6a1c775bf54177d2f
0031abfb953b66e998f67b09e7b11375,23165afdf12e097ea46ac502af81d09f
00330644cccc5db0276fa836976306fe,5c3670b7554efa9621fffdfff8ec19fd
00331a07c55ec87f7aeda4152bfc2dba,52e41b34539603b0901be22a4a8548c1
0033823ee55671ac5317d423291333c2,36e9ebedb5f0761cf2a63de8ccb00ed4
00338b6f4c0aa145ce0cca1a24ceedf0,26028972ea828565e90484771c2daf80
0034f7933de3ead6bd9ba49afe95f119,e374a8b8afba52f48a75b540532f1b4d
00358f5d283709e3385760401abc8909,93173bdfe785650e1c6a65dbaa85bfa1
0035b30e58c620fa2bd30275ddd4f7ef,cd29295746abbe53f29cc709280a24e1
0036875772a8eeb391b8cd7226283fdd,4fa7a7f71ac710a78eaa50d40c3429e5
0038dee18a2c9c9138b3af2fc9273a63,eccc339f6f54f51f001172379ca0c453
0038ff7ea96f85919a236d075b806a71,f13906b0e3689131e73b665a7f10e04a
0039b3e41ac6615814a0b44a8992bff5,591d6ae8c6c33803e2d7c75e00414f32
003a0249119d3bcf1f36b9affefc9ad4,4812f33a530e0c9fde4870395f931583
003bdf7fd8312f9d14a4b979f3747334,6abcf015d18d68f9023450b00508b633
003c7cadba4f182b9f22d7d5ea7a5003,30bebe4f1f6061c7a1236bd01a588c35
003cb2c7ce25d8af8556fb456f903546,10b3c08f99229e8fe0906b3ecf4c123d
003e2017524416cb83da0649ec4f4ccb,80314217123a21c21340a82c3f08cfb2
004050afcf6fe8d0dd1ef76e31966670,e34ae1582ec73cd806d6be3f8253e73b
0040b00970e2139e8c43b647c0da5305,85deeaf2ffaebaa77e0a92e3eb2e6d81
00411811e3b661e746a6e1ce1f0878ab,752c8c77b2fc3c6d504333aea4839504
00426311a53f3c052943c88b692a3be2,f9bed83cf165ea3a9340e86271755a5a
0042d04ee8231b36dcb29aac213f5db4,3ccc4142879567fd93e026e8d4b104c8
0042eac3e99c1173f840e5b0e122ea0a,12efcf6fcff7d13ffe4d7bcce4a87b9d
00438a6a7f5e01f6c8906a4fef840aef,dcd991b2e14cc2cbb34e00c32f221654
0044bb987e36124f0d6f5c73f6e9515b,ebafd748eb5d5cd7cfe3cd73c203d2bd
00455330b419426b8d68c084c2d66d39,5e4667c1bfeda63564f429636b2f2600
004593886f30234b074cb35a7951602d,fe3397db79b4165e7fdb2443040d4370
0045ac1c0957bc92e109f71e4941fa49,cd49d06351db51b0f0abad5e1f6cebfe
